file,route,kind,verbs,is_client,dynamic_segments,requires_auth,matcher_pattern,auth_hooks,backend_api_calls,swr_keys,lines_of_code,body_hash,duplicate_flags,recommendation
apps/data360/src/app/auth/(sign-in)/sign-in-1/page.tsx,/auth/sign-in-1,page,,false,0,false,,,,,46,d1a8c5edd229,,OK
apps/data360/src/app/auth/(sign-in)/sign-in-2/page.tsx,/auth/sign-in-2,page,,false,0,false,,,,,13,e6161e7c88f0,,OK
apps/data360/src/app/auth/(sign-in)/sign-in-3/page.tsx,/auth/sign-in-3,page,,false,0,false,,,,,24,de5e9c1398d7,,OK
apps/data360/src/app/auth/(sign-in)/sign-in-4/page.tsx,/auth/sign-in-4,page,,false,0,false,,,,,21,c77b4a35d414,,OK
apps/data360/src/app/auth/(sign-in)/sign-in-5/page.tsx,/auth/sign-in-5,page,,false,0,false,,,,,40,e89749c5cb54,,OK
apps/data360/src/app/auth/(sign-up)/sign-up-1/page.tsx,/auth/sign-up-1,page,,false,0,false,,,,,43,ec9c21213af1,,OK
apps/data360/src/app/auth/(sign-up)/sign-up-2/page.tsx,/auth/sign-up-2,page,,false,0,false,,,,,13,43aecb6dcf3f,,OK
apps/data360/src/app/auth/(sign-up)/sign-up-3/page.tsx,/auth/sign-up-3,page,,false,0,false,,,,,23,657c2b3f2815,,OK
apps/data360/src/app/auth/(sign-up)/sign-up-4/page.tsx,/auth/sign-up-4,page,,false,0,false,,,,,16,f774abd7082f,,OK
apps/data360/src/app/auth/(sign-up)/sign-up-5/page.tsx,/auth/sign-up-5,page,,false,0,false,,,,,40,2761159cbfa5,,OK
apps/data360/src/app/layout.tsx,/,layout,,false,0,true,/,getServerSession,,,49,144859d444f3,,OK
apps/data360/src/app/not-found.tsx,/,not-found,,false,0,true,/,,,,56,ccd2180676a3,,OK
apps/data360/src/app/signin/layout.tsx,/signin,layout,,false,0,false,,,,,15,80b5c767f974,,OK
apps/data360/src/app/signin/page.tsx,/signin,page,,false,0,false,,,,,43,fafd0874dc13,,OK
